2025-11-29 19:32:39,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,麻辣西施·市井冒菜(虹桥店)外卖订单,支出,19.12,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025112922001145901440120954	,13190600725112904060778796052	,,
2025-11-29 17:28:01,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七莘路-2025-11-29 14:43:27-南京西路-2025-11-29 15:27:58,支出,5.00,宁波银行信用卡(4573),交易成功,2025112922001445901436564329	,25112917280110500048	,,
2025-11-29 09:47:46,交通出行,滴滴出行,chu***@didichuxing.com,特惠快车打车-王师傅-11月29日行程,支出,29.90,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025112922001445901435223570	,212_202511298496689801770713	,,
2025-11-29 02:11:23,投资理财,招商财富宝A,/,余额宝-2025.11.28-收益发放,不计收支,3.59,余额宝,交易成功,20251129362757094901	,	,,
2025-11-28 21:18:22,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-28 19:18:19,支出,1.00,宁波银行信用卡(4573),交易成功,2025112822001445901434942860	,25112821182210400072	,,
2025-11-28 20:53:06,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-28 18:43:19-七宝-2025-11-28 18:53:03,支出,3.00,宁波银行信用卡(4573),交易成功,2025112822001445901434893660	,25112820530610400204	,,
2025-11-28 19:52:44,生活服务,丰巢,luo***@fcbox.com,快件畅存费,支出,0.50,宁波银行信用卡(4573),交易成功,2025112822001445901434010898	,20251128195239779053035861208012	,,
2025-11-28 15:09:44,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-28 12:57:17-漕河泾开发区-2025-11-28 13:09:41,支出,2.00,宁波银行信用卡(4573),交易成功,2025112822001445901429106532	,25112815094410400060	,,
2025-11-28 14:24:14,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-28 12:24:11,支出,2.00,宁波银行信用卡(4573),交易成功,2025112822001445901428988246	,25112814241410400042	,,
2025-11-28 13:47:27,信用借还,宁波银行,/,信用卡还款,不计收支,536.41,余额宝,还款成功,2025112800003001900066589276	,	,,
2025-11-28 03:48:41,交通出行,滴滴出行,chu***@didichuxing.com,滴滴快车打车-杨师傅-11月28日行程,支出,56.58,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025112822001445901419668524	,210_202511288495611001683571	,,
2025-11-28 02:08:27,投资理财,招商财富宝A,/,余额宝-2025.11.27-收益发放,不计收支,3.17,余额宝,交易成功,20251128359713519901	,	,,
2025-11-27 18:37:07,餐饮美食,酷味乐虹梅路店,/,酷味乐智选餐厅(虹梅路店)订单,支出,18.55,宁波银行信用卡(4573),交易成功,2025112722001445901419668398	,081266000048250000705500990649251127	,,
2025-11-27 10:53:10,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-27 08:42:30-漕河泾开发区-2025-11-27 08:53:06,支出,2.00,宁波银行信用卡(4573),交易成功,2025112722001445901423312549	,25112710530910500078	,,
2025-11-27 10:04:53,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-27 08:04:50,支出,2.00,宁波银行信用卡(4573),交易成功,2025112722001445901423116899	,25112710045310400200	,,
2025-11-27 08:37:11,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.80,宁波银行信用卡(4573),交易成功,2025112722001445901417958054	,SXA1O1738219526	,,
2025-11-27 02:15:19,投资理财,招商财富宝A,/,余额宝-2025.11.26-收益发放,不计收支,3.18,余额宝,交易成功,20251127353380803901	,	,,
2025-11-26 22:44:01,交通出行,滴滴出行,chu***@didichuxing.com,滴滴快车打车-陈师傅-11月26日行程,支出,58.34,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025112622001445901419897138	,210_202511268494797001158217	,,
2025-11-26 18:18:09,餐饮美食,兰州牛肉面上海虹梅路店,/,兰州牛肉面上海虹梅路店,支出,18.00,宁波银行信用卡(4573),交易成功,2025112622001445901419366089	,6212660000481800007895212945036757	,,
2025-11-26 10:57:22,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-26 08:46:44-漕河泾开发区-2025-11-26 08:57:19,支出,2.00,宁波银行信用卡(4573),交易成功,2025112622001445901417368349	,25112610572210500496	,,
2025-11-26 10:06:29,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-26 08:06:26,支出,2.00,宁波银行信用卡(4573),交易成功,2025112622001445901417634464	,25112610062910400189	,,
2025-11-26 02:01:28,投资理财,招商财富宝A,/,余额宝-2025.11.25-收益发放,不计收支,3.46,余额宝,交易成功,20251126343715727901	,	,,
2025-11-25 23:13:00,交通出行,滴滴出行,chu***@didichuxing.com,滴滴快车打车-陈师傅-11月25日行程,支出,62.38,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025112523001445901415188655	,210_202511258494082301944638	,,
2025-11-25 18:23:51,餐饮美食,兰州牛肉面上海虹梅路店,/,兰州牛肉面上海虹梅路店,支出,20.00,宁波银行信用卡(4573),交易成功,2025112523001445901414792036	,0012660000481800007895212400415596	,,
2025-11-25 10:49:05,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-25 08:38:52-漕河泾开发区-2025-11-25 08:49:01,支出,2.00,宁波银行信用卡(4573),交易成功,2025112522001445901412101156	,25112510490410500186	,,
2025-11-25 10:00:50,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-25 08:00:47,支出,2.00,宁波银行信用卡(4573),交易成功,2025112522001445901412717707	,25112510005010500052	,,
2025-11-25 08:32:16,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.80,宁波银行信用卡(4573),交易成功,2025112522001445901408109123	,SXA1O1616923026	,,
2025-11-25 02:01:19,投资理财,招商财富宝A,/,余额宝-2025.11.24-收益发放,不计收支,3.57,余额宝,交易成功,20251125337517426901	,	,,
2025-11-24 23:42:35,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-24 21:42:32,支出,1.00,宁波银行信用卡(4573),交易成功,2025112422001445901410613270	,25112423423510400008	,,
2025-11-24 23:31:29,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-24 21:20:55-七宝-2025-11-24 21:31:26,支出,3.00,宁波银行信用卡(4573),交易成功,2025112422001445901412097541	,25112423312910500035	,,
2025-11-24 18:21:51,餐饮美食,玖集科产店,/,玖集科产大厦店-消费,支出,19.05,宁波银行信用卡(4573),交易成功,2025112422001445901408112606	,80126600004836000083620251124654036844	,,
2025-11-24 12:06:03,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,9.24,账户余额,交易成功,20251124019130101000900083600537	,20251124009130501000900041446930	,,
2025-11-24 10:54:20,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-24 08:43:21-漕河泾开发区-2025-11-24 08:54:17,支出,1.00,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025112422001445901406030719	,25112410542010500392	,,
2025-11-24 10:03:36,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-24 08:03:33,支出,2.00,宁波银行信用卡(4573),交易成功,2025112422001445901406188468	,25112410033610400333	,,
2025-11-24 02:00:21,投资理财,招商财富宝A,/,余额宝-2025.11.23-收益发放,不计收支,3.16,余额宝,交易成功,20251124332459848901	,	,,
2025-11-23 21:57:15,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-虹口足球场-2025-11-23 19:03:51-国家会展中心-2025-11-23 19:57:12,支出,5.00,宁波银行信用卡(4573),交易成功,2025112322001445901406002100	,25112321571510400108	,,
2025-11-23 16:32:47,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-国家会展中心-2025-11-23 13:33:12-虹口足球场-2025-11-23 14:32:44,支出,5.00,宁波银行信用卡(4573),交易成功,2025112322001445901457695961	,25112316324710500064	,,
2025-11-23 11:53:53,转账红包,云账户综合服务平台,/,云账户,收入,9.24,,交易成功,20251123020070011530900011049034	,1132017034914685487	,,
2025-11-23 11:53:51,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,13.00,,交易成功,20251123300008504845901271415521	,	,,
2025-11-23 11:53:50,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,13.00,,交易成功,20251123020070011530900010763253	,XC213879228479986508	,,
2025-11-23 02:05:47,投资理财,招商财富宝A,/,余额宝-2025.11.22-收益发放,不计收支,3.16,余额宝,交易成功,20251123326472128901	,	,,
2025-11-22 21:35:39,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-22 19:35:36,支出,1.00,宁波银行信用卡(4573),交易成功,2025112222001445901457961591	,25112221353910400040	,,
2025-11-22 21:18:31,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-22 19:06:10-七宝-2025-11-22 19:18:28,支出,3.00,宁波银行信用卡(4573),交易成功,2025112222001445901459474857	,25112221183110400060	,,
2025-11-22 12:03:43,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-22 09:49:13-漕河泾开发区-2025-11-22 10:03:40,支出,2.00,宁波银行信用卡(4573),交易成功,2025112222001445901453400044	,25112212034310500042	,,
2025-11-22 11:13:16,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-22 09:13:13,支出,2.00,宁波银行信用卡(4573),交易成功,2025112222001445901453385045	,25112211131610500126	,,
2025-11-22 02:02:24,投资理财,招商财富宝A,/,余额宝-2025.11.21-收益发放,不计收支,3.41,余额宝,交易成功,20251122325051609901	,	,,
2025-11-21 21:34:39,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-21 19:34:36,支出,1.00,宁波银行信用卡(4573),交易成功,2025112122001445901451449477	,25112121343910500150	,,
2025-11-21 21:20:19,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-21 19:06:49-七宝-2025-11-21 19:20:16,支出,3.00,宁波银行信用卡(4573),交易成功,2025112122001445901452184982	,25112121201910400238	,,
2025-11-21 10:51:51,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-21 08:41:28-漕河泾开发区-2025-11-21 08:51:47,支出,2.00,宁波银行信用卡(4573),交易成功,2025112122001445901443176893	,25112110515010400945	,,
2025-11-21 10:04:49,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-21 08:04:46,支出,2.00,宁波银行信用卡(4573),交易成功,2025112122001445901445122879	,25112110044910400450	,,
2025-11-21 08:36:30,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.44,宁波银行信用卡(4573)&碰友日立减,交易成功,2025112122001445901443357138	,SXA1O1395104726	,,
2025-11-21 02:25:17,投资理财,招商财富宝A,/,余额宝-2025.11.20-收益发放,不计收支,3.16,余额宝,交易成功,20251121315175591901	,	,,
2025-11-20 23:28:54,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-189路-2025-11-20 21:28:51,支出,1.00,宁波银行信用卡(4573),交易成功,2025112022001445901445141732	,25112023285410500004	,,
2025-11-20 23:25:29,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-20 21:09:23-七宝-2025-11-20 21:25:26,支出,3.00,宁波银行信用卡(4573),交易成功,2025112022001445901443166279	,25112023252910500063	,,
2025-11-20 18:29:45,餐饮美食,玖集科产店,/,玖集科产大厦店-消费,支出,21.62,宁波银行信用卡(4573),交易成功,2025112022001445901434726118	,06126600004836000083620251120689250130	,,
2025-11-20 10:50:06,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-20 08:39:43-漕河泾开发区-2025-11-20 08:50:02,支出,2.00,宁波银行信用卡(4573),交易成功,2025112022001445901434667902	,25112010500510500695	,,
2025-11-20 10:02:34,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-20 08:02:31,支出,2.00,宁波银行信用卡(4573),交易成功,2025112022001445901434364568	,25112010023410400170	,,
2025-11-20 08:34:25,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.80,宁波银行信用卡(4573),交易成功,2025112023001445901437535765	,SXA1O1335135526	,,
2025-11-20 02:12:47,投资理财,招商财富宝A,/,余额宝-2025.11.19-收益发放,不计收支,3.04,余额宝,交易成功,20251120309889725901	,	,,
2025-11-19 23:43:08,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-19 21:43:05,支出,1.00,宁波银行信用卡(4573),交易成功,2025111922001445901434686305	,25111923430810400025	,,
2025-11-19 23:38:16,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-19 21:25:00-七宝-2025-11-19 21:38:13,支出,3.00,宁波银行信用卡(4573),交易成功,2025111922001445901434417815	,25111923381610400012	,,
2025-11-19 18:27:33,餐饮美食,玖集科产店,/,玖集科产大厦店-消费,支出,17.23,宁波银行信用卡(4573),交易成功,2025111923001445901434314816	,22126600004836000083620251119673709990	,,
2025-11-19 10:50:18,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-19 08:39:45-漕河泾开发区-2025-11-19 08:50:14,支出,2.00,宁波银行信用卡(4573),交易成功,2025111922001445901428243215	,25111910501710400079	,,
2025-11-19 10:04:12,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-19 08:04:09,支出,2.00,宁波银行信用卡(4573),交易成功,2025111922001445901433704884	,25111910041210500536	,,
2025-11-19 08:34:28,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.80,宁波银行信用卡(4573),交易成功,2025111922001445901429007671	,SXA1O1231780726	,,
2025-11-19 02:01:25,投资理财,招商财富宝A,/,余额宝-2025.11.18-收益发放,不计收支,3.05,余额宝,交易成功,20251119303249263901	,	,,
2025-11-18 23:42:29,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-18 21:42:26,支出,1.00,宁波银行信用卡(4573),交易成功,2025111822001445901428601430	,25111823422910500004	,,
2025-11-18 23:31:51,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-18 21:21:27-七宝-2025-11-18 21:31:48,支出,3.00,宁波银行信用卡(4573),交易成功,2025111822001445901428524215	,25111823315110500036	,,
2025-11-18 18:36:17,餐饮美食,玖集科产店,/,玖集科产大厦店-消费,支出,14.21,宁波银行信用卡(4573),交易成功,2025111822001445901429007448	,09126600004836000083620251118777634893	,,
2025-11-18 10:50:02,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-18 08:39:34-漕河泾开发区-2025-11-18 08:49:58,支出,2.00,宁波银行信用卡(4573),交易成功,2025111822001445901427570995	,25111810500110500564	,,
2025-11-18 10:04:05,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-18 08:04:02,支出,2.00,宁波银行信用卡(4573),交易成功,2025111822001445901421657625	,25111810040510500180	,,
2025-11-18 08:34:46,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.80,宁波银行信用卡(4573),交易成功,2025111822001445901420199184	,SXA1O1171892326	,,
2025-11-18 02:12:47,投资理财,招商财富宝A,/,余额宝-2025.11.17-收益发放,不计收支,4.22,余额宝,交易成功,20251118399323967901	,	,,
2025-11-17 23:41:15,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-17 21:41:12,支出,1.00,宁波银行信用卡(4573),交易成功,2025111722001445901420979908	,25111723411510500020	,,
2025-11-17 23:24:36,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-17 21:14:43-七宝-2025-11-17 21:24:33,支出,3.00,宁波银行信用卡(4573),交易成功,2025111722001445901421858274	,25111723243610400024	,,
2025-11-17 21:29:27,日用百货,罗森(七莘路3062店),law***@lawson.com.cn,支付宝支付七莘路3062号店消费,支出,6.49,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025111722001445901422062397	,702035653788	,,
2025-11-17 10:52:45,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-17 08:40:36-漕河泾开发区-2025-11-17 08:52:41,支出,1.00,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025111722001445901417659891	,25111710524410400954	,,
2025-11-17 10:03:39,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-17 08:03:36,支出,2.00,宁波银行信用卡(4573),交易成功,2025111722001445901414145751	,25111710033910400444	,,
2025-11-17 08:35:11,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.80,宁波银行信用卡(4573),交易成功,2025111723001445901413157794	,SXA1O1116377126	,,
2025-11-17 02:08:36,投资理财,招商财富宝A,/,余额宝-2025.11.16-收益发放,不计收支,3.22,余额宝,交易成功,20251117394693394901	,	,,
2025-11-16 10:47:34,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-16 08:34:53-漕河泾开发区-2025-11-16 08:47:31,支出,1.76,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025111622001445901408198695	,25111610473410400054	,,
2025-11-16 10:01:06,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-16 08:01:03,支出,2.00,宁波银行信用卡(4573),交易成功,2025111622001445901408222862	,25111610010610500052	,,
2025-11-16 08:28:25,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.80,宁波银行信用卡(4573),交易成功,2025111622001445901401934211	,SXA1O1062559826	,,
2025-11-16 02:01:12,投资理财,招商财富宝A,/,余额宝-2025.11.15-收益发放,不计收支,3.22,余额宝,交易成功,20251116386316292901	,	,,
2025-11-15 19:56:11,日用百货,x***2,923***@qq.com,【自动发货】星巴克代点代下单太妃榛果拿铁星冰乐自助点单全国通,支出,23.50,花呗,交易成功,2025111522001145901407495082	,T200P4884314148737343545	,,
2025-11-15 19:47:57,日用百货,x***2,923***@qq.com,【自动发货】星巴克代点代下单太妃榛果拿铁星冰乐自助点单全国通,支出,27.99,花呗,交易成功,2025111522001145901407115277	,T200P4884262813602343545	,,
2025-11-15 10:21:45,日用百货,忧***竹,554***@qq.com,（自动秒发货）叮咚买菜20/30/45/50元代金券现金全国,支出,46.78,花呗,交易成功,2025111522001145901401566860	,T200P4882934808454343545	,,
2025-11-15 09:55:28,退款,淘宝闪购,ele***@service.aliyun.com,退款-大润发(华漕店),不计收支,0.73,宁波银行信用卡(4573),退款成功,2025111522001145901400472519_13090601325111511006794796052	,13090600725111580140856796052	,,
2025-11-15 09:45:26,其他,淘宝闪购,ele***@service.aliyun.com,大润发(华漕店),支出,43.54,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025111522001145901400472519	,13090600725111580140856796052	,,
2025-11-15 02:02:48,投资理财,招商财富宝A,/,余额宝-2025.11.14-收益发放,不计收支,4.45,余额宝,交易成功,20251115382289341901	,	,,
2025-11-14 10:51:19,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-14 08:40:15-漕河泾开发区-2025-11-14 08:51:15,支出,1.76,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025111422001445901453652913	,25111410511810500624	,,
2025-11-14 10:02:58,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-14 08:02:55,支出,2.00,宁波银行信用卡(4573),交易成功,2025111422001445901454815387	,25111410025810400324	,,
2025-11-14 08:35:14,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.30,宁波银行信用卡(4573)&碰友日立减,交易成功,2025111422001445901448086178	,SXA1O111269612325	,,
2025-11-14 02:05:51,投资理财,招商财富宝A,/,余额宝-2025.11.13-收益发放,不计收支,3.18,余额宝,交易成功,20251114378881021901	,	,,
2025-11-13 23:44:46,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-13 21:44:43,支出,1.00,宁波银行信用卡(4573),交易成功,2025111322001445901454576123	,25111323444610500008	,,
2025-11-13 23:31:51,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-13 21:20:33-七宝-2025-11-13 21:31:48,支出,3.00,宁波银行信用卡(4573),交易成功,2025111322001445901454034058	,25111323315110400056	,,
2025-11-13 19:05:13,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-11-13 19:03:44,支出,5.69,宁波银行信用卡(4573),交易成功,2025111322001445901445656722	,1711202511136858804221104141	,,
2025-11-13 10:55:38,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-13 08:44:05-漕河泾开发区-2025-11-13 08:55:34,支出,1.76,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025111322001445901447197519	,25111310553710500200	,,
2025-11-13 10:04:33,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-732路-2025-11-13 08:04:30,支出,2.00,宁波银行信用卡(4573),交易成功,2025111322001445901446859395	,25111310043310500320	,,
2025-11-13 08:38:37,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.80,宁波银行信用卡(4573),交易成功,2025111322001445901448085514	,SXA1O111204861625	,,
2025-11-13 02:09:15,投资理财,招商财富宝A,/,余额宝-2025.11.12-收益发放,不计收支,3.19,余额宝,交易成功,20251113369050355901	,	,,
2025-11-12 10:53:19,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-12 08:43:03-漕河泾开发区-2025-11-12 08:53:15,支出,1.76,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025111222001445901440252826	,25111210531810500920	,,
2025-11-12 10:05:59,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-946路-2025-11-12 08:05:56,支出,2.00,宁波银行信用卡(4573),交易成功,2025111222001445901440516045	,25111210055910400168	,,
2025-11-12 08:37:55,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.80,宁波银行信用卡(4573),交易成功,2025111222001445901435362977	,SXA1O111140109725	,,
2025-11-12 02:13:33,投资理财,招商财富宝A,/,余额宝-2025.11.11-收益发放,不计收支,3.18,余额宝,交易成功,20251112364281445901	,	,,
2025-11-11 23:20:30,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-11 21:20:27,支出,1.00,宁波银行信用卡(4573),交易成功,2025111122001445901440005345	,25111123203010400006	,,
2025-11-11 23:17:23,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-11 21:04:39-七宝-2025-11-11 21:17:20,支出,3.00,宁波银行信用卡(4573),交易成功,2025111122001445901440319850	,25111123172310400044	,,
2025-11-11 11:47:41,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,18.98,账户余额,交易成功,20251111019130101000900072761411	,20251111009130501000900032968501	,,
2025-11-11 10:56:00,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-11 08:46:25-漕河泾开发区-2025-11-11 08:55:57,支出,2.64,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025111122001445901434449137	,25111110560010500148	,,
2025-11-11 08:46:11,交通出行,滴滴出行,chu***@didichuxing.com,特惠快车打车-林师傅-11月11日行程,支出,30.79,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025111122001445901431380406	,212_202511118482345901695562	,,
2025-11-11 02:10:32,投资理财,招商财富宝A,/,余额宝-2025.11.10-收益发放,不计收支,3.19,余额宝,交易成功,20251111359599805901	,	,,
2025-11-10 23:41:17,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-10 21:41:14,支出,1.00,宁波银行信用卡(4573),交易成功,2025111022001445901428056185	,25111023411710500144	,,
2025-11-10 23:32:19,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-10 21:17:08-七宝-2025-11-10 21:32:16,支出,3.00,宁波银行信用卡(4573),交易成功,2025111022001445901434415572	,25111023321910400024	,,
2025-11-10 12:28:32,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,12.00,,交易成功,20251110300008505045901202408569	,	,,
2025-11-10 12:28:30,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,12.00,,交易成功,20251110020070011540900077021213	,XC208882623479986508	,,
2025-11-10 10:59:28,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-11-10 08:48:39-漕河泾开发区-2025-11-10 08:59:25,支出,1.00,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025111022001445901427752483	,25111010592810500224	,,
2025-11-10 10:16:46,转账红包,云账户综合服务平台,/,云账户,收入,18.98,,交易成功,20251110020070011530900075238859	,1127281664138404320	,,
2025-11-10 10:16:44,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,43.00,,交易成功,20251110300008504245901204448422	,	,,
2025-11-10 10:16:42,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,43.00,,交易成功,20251110020070011530900075567160	,XC208819913479986508	,,
2025-11-10 10:05:33,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-10 08:05:29,支出,2.00,宁波银行信用卡(4573),交易成功,2025111022001445901427118084	,25111010053210500702	,,
2025-11-10 02:41:11,投资理财,招商财富宝A,/,余额宝-2025.11.09-收益发放,不计收支,3.20,余额宝,交易成功,20251110355701606901	,	,,
2025-11-09 09:05:53,其他,淘宝闪购,ele***@service.aliyun.com,大润发(华漕店),支出,45.89,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025110922001145901420967752	,13090600725110917470871796052	,,
2025-11-09 09:01:50,信用借还,花呗,/,花呗自动还款-2025年11月账单,不计收支,486.00,余额宝,还款成功,2025110929020999900151560420	,	,,
2025-11-09 02:14:47,投资理财,招商财富宝A,/,余额宝-2025.11.08-收益发放,不计收支,3.21,余额宝,交易成功,20251109349969908901	,	,,
2025-11-08 02:01:33,投资理财,招商财富宝A,/,余额宝-2025.11.07-收益发放,不计收支,3.99,余额宝,交易成功,20251108343982013901	,	,,
2025-11-07 22:41:53,餐饮美食,齐齐哈尔大齐杨家烤肉,/,齐齐哈尔大齐杨家烤肉,支出,45.00,宁波银行信用卡(4573),交易成功,2025110722001445901405368646	,0612660000482200007895218729843301	,,
2025-11-07 21:32:40,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-11-07 19:32:37,支出,1.00,宁波银行信用卡(4573),交易成功,2025110722001445901413631038	,25110721324010400155	,,
2025-11-07 21:23:54,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-11-07 19:13:25-七宝-2025-11-07 19:23:51,支出,3.00,宁波银行信用卡(4573),交易成功,2025110722001445901414203908	,25110721235410400210	,,
